fid,field_1,x,y,VRYieldVOl,row,col,CropSeason,harvestID,CropName,Relative_Elevation1,Slope1,TRI1,TPI1,Elevation1,SeedingDensity,SeedingDensity_missing,Seeding_Variety1,Application_1_N_rate,Application_1_ID,Application_1_N_date,Application_2_N_rate,Application_2_ID,Application_2_N_date,Application_3_N_rate,Application_3_ID,Application_3_N_date,Application_4_N_rate,Application_4_ID,Application_4_N_date,Application_5_N_rate,Application_5_ID,Application_5_N_date,Application_6_N_rate,Application_6_ID,Application_6_N_date,Application_7_N_rate,Application_7_ID,Application_7_N_date,Application_8_N_rate,Application_8_ID,Application_8_N_date,Application_9_N_rate,Application_9_ID,Application_9_N_date,Application_10_N_rate,Application_10_ID,Application_10_N_date,ph_mean_30_60,clay_mean_30_60,silt_mean_30_60,sand_mean_30_60,ksat_mean_30_60,om_mean_30_60,GDD2,Precipitation2,GDD3,Precipitation3,GDD4,Precipitation4,GDD5,Precipitation5,GDD6,Precipitation6,GDD7,Precipitation7,GDD8,Precipitation8,GDD9,Precipitation9,GDD10,Precipitation10,GDD11,Precipitation11,Trait1,Trait2,Trait3,Trait4,Trait5,FIPSCode,PlantingDay1,HarvestDay,GridId
"1435","1434",-97.68924697,27.66679297,90.182556,"68","76","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.718633771,0.003398637,0.193172008,0.056002319,55.88477707,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.238885021,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",80.73482437,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1320","1319",-97.68924697,27.66689297,90.182556,"67","76","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.718633771,0.001829702,0.214526817,0.062746912,55.88477707,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.238885021,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",80.73482437,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1552","1551",-97.68914697,27.66669297,50.49761,"69","77","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.846076667,0.001336087,0.127213091,0.613047063,56.06194305,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.238461666,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",77.93493805,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1436","1435",-97.68914697,27.66679297,83.6638,"68","77","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.895637333,0.003389392,0.140340418,0.902269542,56.1308403,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.238461666,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",83.07287292,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1321","1320",-97.68914697,27.66689297,83.6638,"67","77","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.895637333,0.004738856,0.239869386,0.866654456,56.1308403,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.238461666,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",83.07287292,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1553","1552",-97.68904697,27.66669297,61.003128,"69","78","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.817755103,0.002061568,0.149977818,0.403045416,56.02257156,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.235271568,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",79.14725704,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1437","1436",-97.68904697,27.66679297,75.24271,"68","78","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.836634278,0.00164052,0.124771446,0.56701684,56.04881668,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.235271568,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",82.14919739,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1322","1321",-97.68904697,27.66689297,75.24271,"67","78","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.836634278,0.002842879,0.187637866,0.537441671,56.04881668,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.235271568,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",82.14919739,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1554","1553",-97.68894697,27.66669297,69.20293,"69","79","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.770554364,0.004876595,0.196832478,0.096175,55.95695496,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.236935043,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",79.984338,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1438","1437",-97.68894697,27.66679297,93.649445,"68","79","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.954637587,0.00575714,0.186941162,1.140521288,56.21286011,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.236935043,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",87.08507309,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1323","1322",-97.68894697,27.66689297,93.649445,"67","79","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.954637587,0.007016158,0.274813354,1.076626778,56.21286011,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.236935043,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",87.08507309,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1555","1554",-97.68884697,27.66669297,78.54662,"69","80","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.822474897,0.003636842,0.154612601,0.384755909,56.02913284,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.240826435,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",78.02153263,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1439","1438",-97.68884697,27.66679297,80.12502,"68","80","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.95227772,0.004178168,0.166632459,1.105597377,56.20957947,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.240826435,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",96.35067787,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1324","1323",-97.68884697,27.66689297,80.12502,"67","80","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.95227772,0.005422747,0.258558005,1.039875269,56.20957947,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.240826435,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",96.35067787,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1556","1555",-97.68874697,27.66669297,78.69634,"69","81","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.815395176,0.006108712,0.170480356,0.319431603,56.01929092,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.243422127,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",76.26078129,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1440","1439",-97.68874697,27.66679297,65.04435,"68","81","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,1.044319272,0.006101354,0.262630016,1.547893405,56.33753204,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.243422127,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",92.77144547,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1325","1324",-97.68874697,27.66689297,65.04435,"67","81","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,1.044319272,0.00486136,0.352726012,1.462784529,56.33753204,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.243422127,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",92.77144547,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1557","1556",-97.68864697,27.66669297,67.321754,"69","82","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.794153333,0.00385883,0.19226104,0.229563639,55.98976135,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.242857666,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",78.02153263,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1558","1557",-97.68854697,27.66669297,72.79022,"69","83","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.876755357,0.002040641,0.130408123,0.754734635,56.10459137,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.243665886,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",80.73482437,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1559","1558",-97.68844697,27.66669297,68.57609,"69","84","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.829554617,0.003034286,0.145880952,0.506919801,56.03897476,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.238187981,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",76.26078129,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1560","1559",-97.68834697,27.66669297,70.91693,"69","85","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.779993951,0.001490867,0.180506378,0.194954604,55.97007751,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.239150143,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",77.12672195,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1561","1560",-97.68824697,27.66669297,71.36776,"69","86","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.860236049,0.003405531,0.102101266,0.669003665,56.08162689,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.234082775,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",75.97213268,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1562","1561",-97.68814697,27.66669297,65.794754,"69","87","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.867315769,0.00151168,0.117492832,0.654536486,56.09146881,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.238363304,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",77.15558681,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1563","1562",-97.68804697,27.66669297,38.93588,"69","88","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.909796715,0.002237838,0.149454087,0.864449561,56.15052414,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.23337719,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",74.75980854,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.585988045,43.86813736,25.48446274,27.37181664,0.336715698,1.218272567,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
"1785","1784",-97.68914697,27.66649297,66.758705,"71","77","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,0.791793466,0.000712566,0.186175525,0.198264614,55.98648071,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.237854443,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",80.24412174,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.601418495,43.95691299,25.36931992,27.3219738,0.318562627,1.211243868,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","42"
